Name,Age,Gender,Country,State,City,Parental_Education_Level,Earning Class,Level,Course Name,Course Level,Material Level,Previous_Scores,Assesment Score,IQ,Attendance,Material Name,recommended_material,Study Time,promoted
Samuel Tran,8,Male,North Macedonia,Georgia,Lucastown,College,Medium,Elementary,"Building Math Foundations, Stories of the Past, Fun with Languages",High,Medium,71,63,88.65,76,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.78,No
Daniel Wheeler,16,Female,Kazakhstan,Indiana,Kimberlyburgh,College,Low,High School,"Environmental Science, Trigonometry, Web Development",Medium,Medium,78,70,98.1,93,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.2,Yes
Gregory Pugh,5,Female,Bosnia and Herzegovina,New Hampshire,New Amanda,High School,Low,Kindergarten,"Creative Coloring, Play and Learn, Numbers Around Us",Medium,High,80,68,97.2,78,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Scott Skinner,10,Male,Liechtenstein,Utah,Lake Madison,High School,Low,Elementary,"Reading Adventures, Sports and Games, Introduction to Computers",High,Medium,50,69,84.60000000000001,84,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.14,No
Kristen Goodman,11,Male,Azerbaijan,Arkansas,North Timothy,College,Low,Middle School,"Coding for Beginners, Exploring Literature and Writing, Introduction to Physics, Chemistry, and Biology",Medium,Medium,60,67,87.3,96,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.02,No
Sherri Johnson,6,Male,Palau,Minnesota,South Amandaburgh,High School,Low,Kindergarten,"My Family and Community, Rhythm and Rhyme, Play and Learn",Low,Medium,97,69,105.75,95,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.14,Yes
Brian Wilkinson,8,Female,French Southern Territories,Louisiana,Alyssaton,High School,Low,Elementary,"Stories of the Past, Introduction to Computers, Discovering Nature and Science",High,Low,75,65,92.25,96,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Kevin Delgado,6,Male,Slovenia,Nebraska,Bergmouth,High School,Low,Kindergarten,"Creative Coloring, Fun with Letters, My Family and Community",Medium,High,85,61,93.15,71,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.66,No
Holly Osborn,7,Female,French Southern Territories,California,South Timothy,College,Low,Elementary,"Fun with Languages, Discovering Nature and Science, Sports and Games",Low,High,65,65,87.75,61,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Kevin Holder,15,Male,Western Sahara,Illinois,Zacharymouth,Postgraduate,Medium,High School,"Environmental Science, Programming, Data Science Basics",Medium,Medium,79,67,95.85,70,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Mark Lewis,7,Male,Zambia,Connecticut,Port Nancy,High School,Low,Elementary,"Sports and Games, Reading Adventures, Discovering Nature and Science",Medium,High,68,66,90.0,71,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.96,No
Nancy Hernandez,14,Female,Chile,Alabama,Susanmouth,Postgraduate,High,High School,"Modern History and Civics, Web Development, Psychology",High,Medium,65,69,91.35,96,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,No
John Ewing,16,Female,Palau,Florida,Colemanview,College,Medium,High School,"Calculus, Advanced Literature and Composition, Data Science Basics",Medium,Medium,71,71,95.85,86,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.26,Yes
Alyssa Robinson,5,Female,Brazil,Alabama,Mooreside,High School,High,Kindergarten,"Play and Learn, Exploring the World, Fun with Letters",Low,High,73,68,94.05,63,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Patrick Lopez,9,Male,Uzbekistan,Kansas,Longfurt,High School,Medium,Elementary,"Building Math Foundations, Introduction to Computers, Art and Imagination",Medium,Medium,67,65,88.65,65,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Jamie Haney,16,Male,Lesotho,Maryland,Lake Robertbury,Postgraduate,Low,High School,"SAT/ACT Prep, Career Planning, Advanced Literature and Composition",Medium,Medium,63,64,85.95,66,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Megan Jackson,18,Male,Portugal,New Jersey,Shortshire,College,High,High School,"Modern History and Civics, Business Studies, Chemistry",High,Low,81,68,97.65,85,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Curtis Parker,6,Male,Antigua and Barbuda,Minnesota,Cindystad,High School,Low,Kindergarten,"Rhythm and Rhyme, My Family and Community, Creative Coloring",Low,High,69,64,88.65,89,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.84,No
Rhonda Williams,18,Male,United States of America,Minnesota,West Jaimefort,High School,Low,High School,"Chemistry, Geometry, Economics",Medium,High,60,71,90.9,94,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.26,No
Jessica Wyatt,7,Female,El Salvador,Iowa,South Danielle,Postgraduate,Low,Elementary,"Building Math Foundations, Art and Imagination, Reading Adventures",Medium,Medium,88,70,102.6,98,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.2,Yes
Brian Hester,10,Male,Malawi,Indiana,Lake Nicolemouth,Postgraduate,Medium,Elementary,"Building Math Foundations, Art and Imagination, Stories of the Past",Medium,Medium,86,68,99.9,68,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
Joshua Lang,6,Male,Ireland,Oregon,Suzanneland,High School,Medium,Kindergarten,"Creative Coloring, Play and Learn, Fun with Letters",Medium,Medium,94,63,99.0,72,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.78,No
Dawn Perez,5,Male,El Salvador,New York,Anthonyfurt,High School,Low,Kindergarten,"Fun with Letters, Exploring the World, Play and Learn",Medium,High,78,61,90.0,70,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.66,No
Timothy Good,10,Male,Lao People's Democratic Republic,South Carolina,Luisview,College,Medium,Elementary,"Discovering Nature and Science, Building Math Foundations, Introduction to Computers",Medium,Low,64,66,88.2,74,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.96,No
Kenneth Cook,15,Female,Belize,Minnesota,Jenniferfurt,College,High,High School,"Calculus, Data Science Basics, SAT/ACT Prep",Medium,High,93,75,109.35,97,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.5,Yes
Lisa Thompson,5,Male,Bhutan,Indiana,Lake Norman,High School,Medium,Kindergarten,"Exploring the World, Rhythm and Rhyme, Numbers Around Us",High,High,64,71,92.7,83,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.26,No
Alan Stuart,13,Male,Mali,Tennessee,Alexton,College,Low,Middle School,"Algebra Basics, Exploring Literature and Writing, Robotics",Low,Medium,83,69,99.45,90,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,Yes
Sarah Sandoval,11,Male,Sweden,New Jersey,Lake Phyllis,High School,Low,Middle School,"Robotics, Exploring the World, Fitness and Health",Medium,Low,60,62,82.8,80,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.72,No
Terrence Mcpherson,5,Female,Egypt,Massachusetts,Port Jessica,High School,Medium,Kindergarten,"Numbers Around Us, Creative Coloring, My Family and Community",Medium,Medium,81,65,94.95,61,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.9,No
Jennifer Herrera,7,Female,Kyrgyz Republic,Indiana,Swansonfurt,College,Low,Elementary,"Discovering Nature and Science, Sports and Games, Reading Adventures",Medium,Low,92,61,96.3,63,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.66,No
Edwin Murray,5,Female,Timor-Leste,Indiana,Cassieside,High School,Medium,Kindergarten,"Numbers Around Us, Exploring the World, Rhythm and Rhyme",Medium,Medium,77,69,96.75,82,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.14,Yes
Rick Klein,5,Male,Russian Federation,West Virginia,East Nancymouth,Postgraduate,Medium,Kindergarten,"Fun with Letters, Rhythm and Rhyme, Exploring the World",Low,Low,74,66,92.7,89,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Jesse Wilson,7,Male,Lithuania,Tennessee,East William,High School,Low,Elementary,"Sports and Games, Discovering Nature and Science, Reading Adventures",Medium,Medium,100,64,102.6,69,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Barbara Wilson,12,Female,Qatar,Delaware,New Richardville,High School,Medium,Middle School,"Instruments and Composition, Exploring the World, World History",Medium,Medium,51,69,85.05,89,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,No
Martin Perry,5,Female,Timor-Leste,New Jersey,Lake Jay,High School,High,Kindergarten,"Creative Coloring, Play and Learn, My Family and Community",Medium,High,67,78,100.35,92,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.68,No
Jaime Holloway,18,Female,Lithuania,Michigan,South Danielshire,High School,Medium,High School,"Physics, Psychology, Business Studies",Medium,High,96,68,104.4,76,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Theresa Lewis,18,Male,Guyana,Oregon,Normanland,High School,Medium,High School,"Biology, Trigonometry, Advanced Literature and Composition",Medium,Medium,77,68,95.85,76,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Rachel Mclean,16,Female,Hong Kong,Hawaii,Cynthiafurt,Postgraduate,Medium,High School,"Physics, Biology, Cultural and Political Geography",High,Low,82,68,98.1,87,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Luke Hill,12,Female,Taiwan,South Carolina,Port Veronica,College,High,Middle School,"Robotics, Algebra Basics, Instruments and Composition",Medium,Medium,66,69,91.8,91,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,No
Stephanie Forbes,16,Female,United Kingdom,Arkansas,North Bryan,College,Medium,High School,"Geometry, Calculus, Biology",High,Low,54,68,85.5,100,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
David Rivera,11,Male,Russian Federation,Texas,Howardhaven,College,Low,Middle School,"Algebra Basics, Advanced Art Techniques, Fitness and Health",Low,Low,64,80,100.8,74,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.8,No
Judith Gomez,17,Male,Namibia,Wyoming,Gonzalesfort,High School,Low,High School,"Trigonometry, Chemistry, Advanced Literature and Composition",Medium,Medium,67,67,90.45,76,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Anne Monroe,15,Male,Afghanistan,South Dakota,Sarahberg,Postgraduate,High,High School,"Algebra II, Data Science Basics, Career Planning",High,Medium,74,64,90.9,67,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Kevin Pugh,7,Male,Tonga,Kentucky,Bentleyberg,Postgraduate,Medium,Elementary,"Fun with Languages, Building Math Foundations, Discovering Nature and Science",Medium,Low,70,64,89.10000000000001,68,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Laura Austin,6,Male,Malawi,Ohio,Johnsonhaven,High School,Medium,Kindergarten,"Play and Learn, Rhythm and Rhyme, My Family and Community",High,Medium,76,68,95.4,88,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Alicia Carpenter,9,Female,Dominica,Alabama,New Wendyberg,High School,Medium,Elementary,"Sports and Games, Stories of the Past, Discovering Nature and Science",Medium,Medium,60,67,87.3,97,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.02,No
Alice Rhodes,10,Male,Costa Rica,Pennsylvania,North Joe,Postgraduate,Medium,Elementary,"Sports and Games, Reading Adventures, Stories of the Past",Medium,Medium,59,65,85.05,76,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Jacob Bell,5,Male,Anguilla,Wyoming,Lake Kylemouth,High School,Medium,Kindergarten,"My Family and Community, Rhythm and Rhyme, Play and Learn",Medium,High,68,66,90.0,67,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Yolanda Palmer,18,Male,Tonga,Pennsylvania,West Courtney,Postgraduate,Medium,High School,"Modern History and Civics, SAT/ACT Prep, Environmental Science",Medium,Low,74,67,93.6,71,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Robert Diaz,16,Male,South Africa,New Hampshire,Smithberg,College,High,High School,"Chemistry, SAT/ACT Prep, Algebra II",Medium,Medium,67,64,87.75,78,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Robert Gordon,6,Female,Saint Martin,South Carolina,Port Sharon,Postgraduate,Low,Kindergarten,"Play and Learn, Numbers Around Us, Rhythm and Rhyme",Medium,Low,79,66,94.95,72,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Michelle Martinez,10,Male,Ghana,Georgia,Moranside,College,Medium,Elementary,"Introduction to Computers, Fun with Languages, Discovering Nature and Science",Medium,Low,66,63,86.4,69,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.78,No
Peter Parker,10,Male,Denmark,Arizona,Williamland,High School,Medium,Elementary,"Sports and Games, Fun with Languages, Building Math Foundations",Medium,High,59,71,90.45,89,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.26,No
Jody Ellis,6,Female,South Africa,Oregon,Lake Cynthiaborough,Postgraduate,Low,Kindergarten,"Numbers Around Us, Rhythm and Rhyme, My Family and Community",High,Medium,93,62,97.65,60,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.72,No
Beth Edwards,11,Female,Seychelles,Hawaii,North Kathyton,College,Low,Middle School,"Fitness and Health, Exploring Literature and Writing, Exploring the World",Low,High,60,64,84.60000000000001,82,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.84,No
Robert Hill,7,Male,Maldives,Arkansas,Kevinton,Postgraduate,Medium,Elementary,"Introduction to Computers, Sports and Games, Art and Imagination",Medium,Medium,98,72,108.9,92,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.32,Yes
Virginia Scott,11,Female,Costa Rica,Alabama,Josestad,High School,Low,Middle School,"Exploring Literature and Writing, Exploring the World, World History",High,Medium,99,65,103.05,71,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Marie Ryan,18,Female,Austria,Massachusetts,Greenburgh,College,Medium,High School,"Web Development, Physics, Career Planning",Low,High,85,67,98.55,84,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Bryan Smith,8,Female,Trinidad and Tobago,Connecticut,Port Jenniferview,College,Low,Elementary,"Sports and Games, Art and Imagination, Introduction to Computers",Medium,High,75,65,92.25,87,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Brian Fischer,6,Male,Liberia,Massachusetts,Shannonton,High School,Low,Kindergarten,"Play and Learn, Exploring the World, Numbers Around Us",Medium,Low,90,63,97.2,86,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.78,No
Alex Diaz,5,Female,Taiwan,Iowa,Justinstad,High School,High,Kindergarten,"My Family and Community, Rhythm and Rhyme, Creative Coloring",High,High,94,65,100.8,78,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.9,No
Stacy Moon,11,Male,Brazil,Indiana,South Rachel,Postgraduate,Low,Middle School,"Instruments and Composition, World History, Fitness and Health",Medium,Medium,85,67,98.55,74,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.02,No
Emily Leon,13,Male,Germany,Texas,Gutierrezport,High School,High,Middle School,"Exploring Literature and Writing, Coding for Beginners, Exploring the World",Medium,Medium,55,67,85.05,93,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.02,No
Matthew Warren,14,Male,Togo,Florida,Summerstown,College,Medium,High School,"Trigonometry, Data Science Basics, Psychology",High,Medium,50,65,81.0,90,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.9,No
Joseph Johnson,14,Male,Turkmenistan,Utah,Wardland,High School,Low,High School,"Economics, Cultural and Political Geography, Trigonometry",Medium,High,60,64,84.60000000000001,73,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Justin Smith,8,Female,Christmas Island,Colorado,North Samuelberg,High School,Medium,Elementary,"Discovering Nature and Science, Building Math Foundations, Art and Imagination",High,Low,59,64,84.15,64,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Tammy Boyer,10,Male,Japan,Delaware,Michelleborough,High School,Medium,Elementary,"Introduction to Computers, Building Math Foundations, Stories of the Past",Medium,High,59,69,88.65,63,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.14,No
Stacey Daniels,5,Male,Dominica,Nebraska,Lake Benjamin,High School,High,Kindergarten,"My Family and Community, Play and Learn, Numbers Around Us",Medium,Medium,75,60,87.75,64,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.6,No
Paul Williams,11,Male,Croatia,Montana,Wilsonmouth,High School,Low,Middle School,"Coding for Beginners, Advanced Art Techniques, Instruments and Composition",High,Medium,76,70,97.2,83,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.2,Yes
Ashley Dixon,6,Male,El Salvador,South Dakota,Rodriguezton,High School,Medium,Kindergarten,"Numbers Around Us, Rhythm and Rhyme, Exploring the World",Medium,High,86,66,98.1,62,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Sarah Ferguson,6,Female,Albania,New Mexico,Pricefurt,College,Medium,Kindergarten,"Creative Coloring, Fun with Letters, Exploring the World",Medium,Medium,60,66,86.4,73,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Marc Mendoza,9,Female,Samoa,North Dakota,Lake Cindymouth,College,Medium,Elementary,"Introduction to Computers, Sports and Games, Stories of the Past",Medium,Low,55,68,85.95,90,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
